ENCODED_MCT,MCT_BSE_AR,HPSN_MCT_ZCD_NM,SURVIVAL_DAYS,DLV_SAA_RAT,M1_SME_RY_SAA_RAT,M1_SME_RY_CNT_RAT,M12_SME_RY_SAA_PCE_RT,M12_SME_BZN_SAA_PCE_RT,M12_SME_RY_ME_MCT_RAT,M12_SME_BZN_ME_MCT_RAT,M12_MAL_1020_RAT,M12_MAL_30_RAT,M12_MAL_40_RAT,M12_MAL_50_RAT,M12_MAL_60_RAT,M12_FME_1020_RAT,M12_FME_30_RAT,M12_FME_40_RAT,M12_FME_50_RAT,M12_FME_60_RAT,MCT_UE_CLN_REU_RAT,MCT_UE_CLN_NEW_RAT,RC_M1_SHC_RSD_UE_CLN_RAT,RC_M1_SHC_WP_UE_CLN_RAT,RC_M1_SHC_FLP_UE_CLN_RAT,TREND_RATIO,MCT_OPE_MS_CN_RANK,RC_M1_SAA_RANK,RC_M1_TO_UE_CT_RANK,RC_M1_UE_CUS_CN_RANK,RC_M1_AV_NP_AT_RANK,APV_CE_RAT_RANK,latitude,longitude
02080D3457,서울특별시 성동구 금호산2길 21-1,양식,812,0.0,46.4,22.579166666666666,36.84583333333333,28.77083333333333,19.3375,8.529166666666667,10.372204166666666,26.1983875,9.754975,4.848529166666666,0.5953791666666667,9.340295833333334,24.230779166666665,9.382525,4.7014708333333335,0.5879541666666667,7.823333333333333,9.392083333333334,33.525,2.795833333333333,63.7,0.0,4.916666666666667,3.9166666666666665,4.208333333333333,4.125,2.0,1.0,37.5488896,127.0226416
0220D6AA93,서울특별시 성동구 고산자로 253,카페,2737,1.85,283.9125,217.25,3.266666666666667,14.745833333333332,13.516666666666666,9.583333333333334,18.03455,12.183591666666668,4.26455,5.369691666666667,2.3803541666666668,24.598783333333333,16.708075,5.839616666666667,7.367808333333333,3.2613125000000003,21.547916666666666,7.08625,23.883333333333336,9.058333333333334,67.0625,0.0,3.0,2.0416666666666665,0.0,0.0,4.75,4.666666666666667,37.5457087,127.036581
022FF198C7,서울 성동구 용답19길 16-1,한식-국수/만두,5380,0.0,31.891666666666666,74.3875,44.44583333333333,40.24583333333333,16.904166666666665,8.266666666666667,14.876525,11.143570833333332,10.108391666666668,15.7998625,10.209066666666669,9.031808333333332,6.748095833333333,6.179108333333333,9.7001375,6.203433333333333,24.2,6.782916666666666,33.725,12.4,53.8625,0.0,2.0,4.083333333333333,3.6666666666666665,3.4166666666666665,4.125,1.0,37.5631277,127.0521417
023652A43E,서울특별시 성동구 성덕정17길 9,한식-해물/생선,2000,2.8791666666666664,206.5125,192.29166666666663,8.516666666666667,12.729166666666666,16.904166666666665,8.320833333333333,5.643904166666666,13.209854166666666,12.3951875,16.081979166666667,13.464720833333333,3.6352625,8.5193125,7.992312500000001,10.376354166666667,8.6811125,31.188333333333333,6.675833333333333,32.56666666666667,28.629166666666663,38.775,0.0,3.4166666666666665,2.083333333333333,2.708333333333333,2.458333333333333,3.0,1.3333333333333333,37.5379877,127.0552704
0239C4D2D3,서울특별시 성동구 아차산로7나길 18,백반/가정식,1922,0.0,307.25,907.2833333333332,5.054166666666666,8.075000000000001,19.870833333333334,8.320833333333333,17.694454166666667,24.227633333333333,16.263304166666668,10.014525,4.3982625,6.730545833333333,9.1557,6.111695833333333,3.756308333333333,1.6392375,52.86416666666667,6.1937500000000005,10.829166666666666,43.6875,45.4875,0.0,3.5,2.0,0.0,2.0416666666666665,4.0,2.9130434782608696,37.5477016,127.057464
0255C174CC,서울 성동구 왕십리로24나길 10.,한식-육류/고기,3760,0.0,60.72916666666666,204.4333333333333,22.129166666666663,29.870833333333334,19.8625,9.583333333333334,14.374491666666666,19.6888125,16.4255375,17.491091666666666,12.022866666666664,3.317175,5.1195208333333335,4.1119625,4.517241666666667,2.922966666666667,35.60916666666667,5.71625,38.57083333333333,17.520833333333332,43.90833333333333,0.0,2.25,3.8333333333333335,3.0416666666666665,3.208333333333333,4.208333333333333,1.1666666666666667,37.5639765,127.0348606
025B95F178,서울특별시 성동구 왕십리로4길 16,중식당,2694,0.3416666666666666,161.32916666666668,261.7708333333333,11.429166666666667,13.070833333333333,16.979166666666668,8.029166666666667,13.415125000000002,18.9702125,13.811179166666667,12.9052375,9.571691666666666,6.101541666666667,8.646454166666667,6.297154166666666,5.8947625,4.378308333333333,23.064166666666665,6.815416666666667,20.9125,21.97083333333333,57.11666666666667,0.0,3.0,2.333333333333333,2.0454545454545454,2.0,4.0,1.5833333333333333,37.546447,127.046257
02621706D5,서울특별시 성동구 왕십리로 410,식료품,1096,0.0,27.2625,0.6708333333333334,20.541666666666668,0.0,12.166666666666666,0.0,0.0,8.4074625,6.5895,8.128670833333333,24.69717083333333,0.0,7.0592041666666665,6.368833333333334,9.208829166666666,29.55699583333333,16.805,4.363333333333333,9.090909090909092,0.0,90.9090909090909,0.0,4.333333333333333,5.125,5.541666666666667,5.541666666666667,6.0,1.0,37.5664338,127.0247848
026EBC2ED1,서울특별시 성동구 독서당로60길 2,동남아/인도음식,638,14.225,35.39523809523809,67.53809523809524,51.7,0.0,17.257142857142856,0.0,4.804342857142857,11.922357142857145,11.954490476190475,8.796990476190476,5.371628571428571,6.3289904761904765,16.14907142857143,15.80265238095238,11.722057142857144,7.152180952380952,25.707619047619048,14.44142857142857,70.83333333333333,2.8,26.35238095238095,0.0,5.333333333333333,4.142857142857143,3.809523809523809,3.6666666666666665,4.0,1.368421052631579,37.5493035,127.0311005
02826B57BE,서울특별시 성동구 마장로37길 51-1,축산물,637,0.0,7.4,2.219047619047619,80.35238095238095,65.9952380952381,14.242857142857144,5.633333333333333,2.419025,0.0277749999999999,4.256049999999999,8.649475,27.490466666666663,3.597641666666666,0.247225,3.777283333333333,11.367191666666663,38.1762,20.356666666666666,24.701666666666668,0.0,0.0,100.0,0.0,5.333333333333333,5.380952380952381,5.476190476190476,5.476190476190476,4.6,1.0,37.5683632,127.0404581
0286E31425,서울 성동구 금호로 84.,백반/가정식,3408,0.0,191.77916666666667,200.6916666666667,10.066666666666666,0.0,19.870833333333334,0.0,5.2848,15.697820833333331,16.252483333333334,14.551608333333334,14.239908333333332,2.7402,8.1730125,8.34335,7.452558333333333,7.2475916666666675,25.55125,7.994583333333334,51.09583333333333,5.716666666666666,43.1875,0.0,2.75,2.4347826086956523,2.958333333333333,2.958333333333333,2.875,1.9166666666666667,37.5501709,127.0262284
02886FCA36,서울특별시 성동구 왕십리로4길 24-7,이자카야,742,0.0,168.09583333333333,139.63333333333333,21.3875,16.5625,17.979166666666668,8.029166666666667,26.066041666666667,12.775420833333332,1.9408,2.1605125,0.5583291666666667,33.88395833333333,16.566245833333333,2.542533333333333,2.8103208333333334,0.7083375,4.590416666666667,17.780416666666667,7.962499999999999,7.516666666666667,84.52083333333333,0.0,5.083333333333333,2.0,3.0,2.875,2.0416666666666665,2.227272727272727,37.546447,127.046257
029F2B4A59,서울특별시 성동구 송정6길 5,카페,986,1.6538461538461535,32.725,82.66666666666667,46.17916666666667,0.0,16.979166666666668,0.0,9.45795,16.278929166666668,6.6412708333333335,3.5469166666666667,0.6503458333333333,16.287883333333333,28.2252375,11.5795625,6.223916666666667,1.1204875,27.42,7.809583333333333,18.979166666666668,26.758333333333336,54.26666666666667,0.0,4.5,4.208333333333333,3.333333333333333,3.375,4.375,2.15,37.549302,127.0653008
02A32AE992,서울특별시 성동구 왕십리로 410,카페,2738,8.708333333333334,58.53333333333333,55.0625,34.74583333333333,0.0,13.516666666666666,0.0,13.247108333333337,13.208095833333331,4.285041666666666,4.929383333333333,2.635616666666667,21.286225,21.30857083333333,6.889958333333333,7.983116666666667,4.1977166666666665,25.297916666666666,8.067916666666667,27.72083333333333,6.5375000000000005,65.74583333333334,0.0,3.0,4.0,2.875,2.958333333333333,4.958333333333333,2.0,37.5664338,127.0247848
02A5043FF7,서울 성동구 행당로17길 13,한식-육류/고기,7862,0.0,210.04583333333332,98.00833333333333,7.720833333333334,15.05,16.904166666666665,9.583333333333334,11.77485,19.67544583333333,14.0755375,14.543058333333336,8.471725,5.429316666666666,9.0328875,6.4536291666666665,6.661108333333334,3.886608333333333,16.312083333333334,6.853333333333333,50.7375,7.195833333333333,42.075,0.0,0.0,2.2916666666666665,3.208333333333333,3.0416666666666665,2.0,1.8333333333333333,37.5603292,127.0330505
02B146CDF2,서울특별시 성동구 무학봉길 83,백반/가정식,544,90.8,15.833333333333334,10.838888888888889,66.87777777777778,64.48333333333333,18.077777777777776,9.627777777777778,4.704306666666667,11.706746666666668,25.68435333333333,19.10058,13.0207,2.4890266666666667,3.226586666666667,7.355646666666667,7.832753333333333,4.892633333333333,26.805,24.45625,24.62,21.406666666666663,53.95333333333333,0.0,5.388888888888889,5.0,5.055555555555555,5.055555555555555,3.117647058823529,1.0,37.5606308,127.0290887
02B9A2CC01,서울특별시 성동구 마장로31길 40,한식-육류/고기,1615,0.0,149.13750000000002,89.1875,11.975,17.0125,16.904166666666665,5.770833333333333,6.246395833333334,16.0872,12.444375,22.80193333333333,18.052466666666668,2.0161041666666666,5.183633333333334,4.009791666666667,7.352233333333333,5.810033333333333,14.534583333333332,7.0370833333333325,20.025,12.275,67.68333333333334,0.0,3.9166666666666665,2.75,3.208333333333333,3.4166666666666665,2.833333333333333,1.8571428571428568,37.5690357,127.0380869
02EECADFE6,서울특별시 성동구 왕십리로4가길 3,카페,245,0.0,83.63333333333334,121.47777777777776,56.15555555555555,50.12222222222223,17.311111111111114,8.677777777777777,19.1325,5.295,1.262475,2.0624625,0.8778,48.405,14.03,2.512525,5.1125375,1.2972,7.85,44.4975,5.4,5.825,88.7625,0.0,5.777777777777778,3.6666666666666665,3.333333333333333,3.111111111111111,4.222222222222222,2.5,37.5453328,127.0464934
02FE4FD151,서울특별시 성동구 왕십리로4길 28-2,커피전문점,2331,0.0,287.59166666666664,1612.2875,5.075,9.8625,16.979166666666668,8.029166666666667,13.5913,19.61304583333333,7.5035125,3.2767875,1.0136666666666667,16.554533333333335,24.007787500000003,9.225654166666668,3.9982125,1.2405000000000002,36.95083333333333,6.757916666666667,17.233333333333334,32.291666666666664,50.47916666666666,0.0,3.0,2.0,0.0,0.0,5.0,1.7916666666666667,37.546447,127.046257
0305234DDB,서울특별시 성동구 둘레9나길 7,식료품,2680,0.0,0.0833333333333333,0.0458333333333333,80.64583333333333,77.74166666666666,12.166666666666666,8.320833333333333,0.0,6.25,93.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.41666666666666,0.0,0.0,0.0,100.0,0.0,3.0,5.958333333333333,5.958333333333333,5.958333333333333,5.833333333333333,0.0,,
0335548947,서울특별시 성동구 왕십리로14길 18,샌드위치/토스트,351,32.96363636363637,45.575,117.1,54.275,48.6,17.525000000000002,8.283333333333333,11.725991666666667,15.24145,5.036033333333333,5.900066666666667,2.187425,17.557341666666666,22.850216666666668,7.613966666666666,8.624933333333333,3.279241666666667,27.40833333333333,27.13833333333333,28.84166666666667,26.241666666666664,44.91666666666666,0.0,5.583333333333333,4.0,3.083333333333333,3.1666666666666665,4.333333333333333,2.2,37.5493171,127.0450501
03360C97C5,서울  성동구  용답중앙11길  20,호프/맥주,4590,0.0,12.704166666666666,15.383333333333333,73.98333333333333,59.12083333333334,11.358333333333334,8.266666666666667,2.1426291666666666,5.538495833333333,13.918416666666667,41.8437625,19.80024166666667,0.3407041666666666,1.0615041666666667,2.981583333333333,8.3562375,4.024758333333334,17.303333333333335,7.35125,9.291666666666666,17.895833333333332,72.81666666666666,0.0,2.0,5.041666666666667,5.0,5.0,2.9166666666666665,1.0,37.566187,127.0521376
033F56E9A8,서울특별시 성동구 왕십리로20길 11,한식-국밥/설렁탕,1646,10.016666666666667,228.6875,256.24583333333334,6.516666666666667,12.770833333333334,19.8625,9.583333333333334,10.6216,14.773220833333331,14.342291666666666,14.266025,9.054,6.2159,8.655945833333334,8.399375000000001,8.363141666666666,5.300166666666667,20.445833333333333,6.888333333333333,32.6625,16.791666666666668,50.53333333333333,0.0,3.875,2.0434782608695654,2.7916666666666665,2.4166666666666665,3.0,2.375,37.5630095,127.0351534
035ADB2AA8,서울특별시 성동구 광나루로11길 52-1,커피전문점,879,0.0,6.208333333333333,16.404166666666665,72.90833333333333,0.0,16.979166666666668,0.0,20.71158947368421,22.85528421052632,6.225742105263159,5.797215789473684,1.276684210526316,16.262094736842105,16.68155789473684,5.074257894736842,3.950152631578947,1.1548947368421054,20.704736842105262,4.748421052631579,14.975,18.0625,66.95,0.0,4.75,5.625,5.333333333333333,5.375,5.583333333333333,1.5714285714285714,37.5520613,127.0686266
036B3FD49B,서울특별시 성동구 뚝섬로 385-32,커피전문점,900,4.354166666666667,74.94583333333334,112.99166666666667,25.195833333333336,27.691666666666663,13.504166666666668,8.320833333333333,14.843025,23.082683333333332,11.99445,7.357966666666666,2.2441791666666666,10.081975,15.66315,8.184716666666667,5.021199999999999,1.5224875000000002,41.52375,4.308333333333334,24.29583333333333,33.6,42.125,0.0,4.666666666666667,3.9166666666666665,3.0,2.863636363636364,4.916666666666667,2.0,37.5393931,127.0543982
