source,target
00A2CF886A,16B18D234B
00A2CF886A,3CBCDB9525
00A2CF886A,3E82760740
00A2CF886A,44469393FD
00A2CF886A,50D6E3DB76
00A2CF886A,5746FB77CC
00A2CF886A,5C599A6F56
00A2CF886A,98320C58CB
00A2CF886A,BE1F11407F
00A2CF886A,C818CC20CF
00A2CF886A,A41AFFA748
00A2CF886A,F05B47B74E
00A2CF886A,F717AC887A
00A2CF886A,F95DBF0B74
00A2CF886A,FDFE021BDE
00A2CF886A,FAC60AB34E
00A2CF886A,C4A3CC1A88
00A2CF886A,8BFD98E420
00A2CF886A,28DEFF1F60
00A2CF886A,D6745235EA
00A2CF886A,D23184A6DD
00BC189C4B,4996910EA9
00BC189C4B,A7CC40BE1E
00BC189C4B,B2A570260C
00BC189C4B,D3477E9950
00BC189C4B,ECCBAE7ACB
00BC189C4B,FF329A450D
00BC189C4B,80920DEE31
00CEAAD71A,0255C174CC
00CEAAD71A,07E06697D9
00CEAAD71A,091DB36DAA
00CEAAD71A,16E393FC45
00CEAAD71A,1AC8580FC6
00CEAAD71A,1FF980E1D6
00CEAAD71A,21BA47CF6E
00CEAAD71A,26034FF5B2
00CEAAD71A,26DA5D7B15
00CEAAD71A,2D1F5F9F5F
00CEAAD71A,2E13DF4A8E
00CEAAD71A,3AE0B97C20
00CEAAD71A,3E09B1E315
00CEAAD71A,40A4DCBA7F
00CEAAD71A,45B86F632F
00CEAAD71A,48A60B81B9
00CEAAD71A,49F556B92E
00CEAAD71A,4CAFD6C3F4
00CEAAD71A,4E5DEDBDDC
00CEAAD71A,4FF1B07188
00CEAAD71A,5A51AD1FF1
00CEAAD71A,5FEF5885D9
00CEAAD71A,641F185DE4
00CEAAD71A,6AA4F9B857
00CEAAD71A,6F49465F62
00CEAAD71A,6F9C8F530D
00CEAAD71A,6FDDB51C40
00CEAAD71A,71F3F05C4E
00CEAAD71A,7287A93C2B
00CEAAD71A,74E56D3EBE
00CEAAD71A,7656BE5765
00CEAAD71A,7D27EA6A09
00CEAAD71A,7F5C64F29B
00CEAAD71A,88324FFE01
00CEAAD71A,887F609C60
00CEAAD71A,8DFBA8E48F
00CEAAD71A,932F4562E9
00CEAAD71A,98FBEBF96C
00CEAAD71A,9CD0B652B8
00CEAAD71A,9DB54B4166
00CEAAD71A,9F05CCB29C
00CEAAD71A,9FF6A227B7
00CEAAD71A,A107D94EC1
00CEAAD71A,A242CDED34
00CEAAD71A,A42F386CE4
00CEAAD71A,AD98FC8B76
00CEAAD71A,B3F2BA9905
00CEAAD71A,B6B2A9463B
00CEAAD71A,B7C0ECA3FB
00CEAAD71A,C1C2E714D4
00CEAAD71A,C1D8EF8820
00CEAAD71A,C6A7D1B09B
00CEAAD71A,C8A02ED0B7
00CEAAD71A,CCA3577DE7
00CEAAD71A,CCFF1D98D6
00CEAAD71A,CF932F2737
00CEAAD71A,D7FE7C347D
00CEAAD71A,D8B9E99952
00CEAAD71A,DA7C0F3255
00CEAAD71A,DAD28E1892
00CEAAD71A,E4D3C3A8AC
00CEAAD71A,E530039112
00CEAAD71A,E68971A4E9
00CEAAD71A,1D47B2E51D
00CEAAD71A,407EA64E55
00CEAAD71A,BB958EC353
00CEAAD71A,F4157A9FA4
00CEAAD71A,F4A797E2D3
00CEAAD71A,F4EB8AB693
00CEAAD71A,F5D2297649
00CEAAD71A,F744DF2779
00CEAAD71A,FE30B6645E
00CEAAD71A,FEBEA35A73
00CEAAD71A,5CAFB11F16
00CEAAD71A,759BF53FF1
00CEAAD71A,9133ECC312
00CEAAD71A,C9FDD0D766
00CEAAD71A,6242BB9BEB
00CEAAD71A,81591BC56A
00CEAAD71A,DFD0B2EA28
00CEAAD71A,E63D672DD1
00CEAAD71A,EC999BD128
00CEAAD71A,FA849FA315
00CEAAD71A,767F3362ED
00CEAAD71A,EF154AC797
00CEAAD71A,A1A28A186C
00CEAAD71A,4D95F03916
00CEAAD71A,91BC1C6D21
00CEAAD71A,4E56424369
00CEAAD71A,33E3AC210C
00DA1813DE,026EBC2ED1
00DA1813DE,0F0676C7F0
00DA1813DE,713EF07634
00DA1813DE,AC6E8AC491
00DA1813DE,F3D4CF71FF
00DA1813DE,F0CC0C4D8F
00DA1813DE,A6FFB4295C
00FDB35E9C,6779202960
00FDB35E9C,C5CC45C4BE
011E53BB76,02621706D5
011E53BB76,02A32AE992
011E53BB76,041B7CBFB0
011E53BB76,059A6DEC9E
011E53BB76,072ED18558
011E53BB76,0806C51324
011E53BB76,1521FF7269
011E53BB76,1786026A63
011E53BB76,17FCA23DD7
011E53BB76,1A1EC4B50C
011E53BB76,1AE0F9961C
011E53BB76,1B10962D6B
011E53BB76,1CCF1F16FD
011E53BB76,21ED3E83CA
011E53BB76,2637B87ECB
011E53BB76,2A4DAD9E0E
011E53BB76,2D42F25855
011E53BB76,2EEFCB2C63
011E53BB76,2FB475D73E
011E53BB76,3046541AF9
011E53BB76,33EF2536AD
011E53BB76,3D432C28C3
011E53BB76,45748D67A8
011E53BB76,49E147A359
011E53BB76,4BA62EBC13
011E53BB76,4E8BDFA3D8
011E53BB76,4EE6D5E718
011E53BB76,5A0D48A713
011E53BB76,5B15CE4AD1
011E53BB76,5D173C6BD3
011E53BB76,5D90E2AA8B
011E53BB76,66CF03A8B9
011E53BB76,69473BF966
011E53BB76,6A9BA67C2E
011E53BB76,70B94E4108
011E53BB76,72466FE427
011E53BB76,730B956D46
011E53BB76,7A922D4172
011E53BB76,7FC37F0D91
011E53BB76,82D491E6AB
011E53BB76,864DADCA45
011E53BB76,8BD1977593
011E53BB76,8C29C85978
011E53BB76,92B5E6E8E9
011E53BB76,9345D90AE7
011E53BB76,93CECB5143
011E53BB76,9402DC5480
011E53BB76,94D1FFE0F6
011E53BB76,9676184554
011E53BB76,9ED42062FD
011E53BB76,A2BE23B78B
011E53BB76,A5C5B7E719
011E53BB76,B2319196A9
011E53BB76,B2B0A6FE69
011E53BB76,C0E191132C
011E53BB76,C3358FB0BB
011E53BB76,C8892CAE05
011E53BB76,D3B3CDB5D1
011E53BB76,D3DEA832D8
011E53BB76,DD2B300AD5
011E53BB76,E14648B415
011E53BB76,E411010CB1
011E53BB76,492180DBE3
011E53BB76,E8869D79C1
011E53BB76,ED2BD4308F
011E53BB76,EFEE980DF0
011E53BB76,F1C69918DF
011E53BB76,F25F012B89
011E53BB76,F94D17B95F
011E53BB76,FBC1A0EE75
011E53BB76,FD186D39D7
011E53BB76,FEAD704455
011E53BB76,1673EFE7A4
011E53BB76,00F54829E1
011E53BB76,B7C6FE8E60
011E53BB76,6C47280EB3
011E53BB76,A69C8FE49A
011E53BB76,C6A16C1225
011E53BB76,8BA8BCCA0D
011E53BB76,7A40C57CE9
011E53BB76,B1F6E35E99
012A64A73B,0400611A92
012A64A73B,05354D332D
012A64A73B,0B2BB3D26D
012A64A73B,0BEDDE7AF8
012A64A73B,0C02E54954
012A64A73B,123EF86057
012A64A73B,1EE63C2F5D
012A64A73B,235FF4ABE1
012A64A73B,2BB4EF9F37
012A64A73B,2D3C8D6F8A
012A64A73B,2DF77932A4
012A64A73B,36348ED941
012A64A73B,378316C068
012A64A73B,40F6DE923B
012A64A73B,41CD6D7430
012A64A73B,43195F0299
012A64A73B,43F46BD63A
012A64A73B,44EA134147
012A64A73B,475ED601EB
012A64A73B,723DD32135
012A64A73B,86D0C43DB4
012A64A73B,8884E46F9D
012A64A73B,89F36844AE
012A64A73B,93DD2BDC37
012A64A73B,A0FFF7EBFF
012A64A73B,A5DC44A844
012A64A73B,C3D19B4AAD
012A64A73B,C6078C61EF
012A64A73B,C919038375
012A64A73B,CB42B1688B
012A64A73B,CCD6FF6A66
012A64A73B,CD4571800C
012A64A73B,CF178591B8
012A64A73B,D2392DB08D
012A64A73B,E2157F524A
012A64A73B,E606947836
012A64A73B,E863289A7D
012A64A73B,E9DF09936C
012A64A73B,D87C249A76
012A64A73B,EC38BD01D9
012A64A73B,F1071108E7
012A64A73B,F391294C30
012A64A73B,F3D0744667
012A64A73B,F439455087
012A64A73B,29F6BB77B3
012A64A73B,66A39F4442
012A64A73B,EE46679C37
012A64A73B,F901334796
012A64A73B,3E96264C22
012A64A73B,56E8BA3007
012A64A73B,9763A314E7
012A64A73B,2D56DC79C1
012A64A73B,FCBDB3C308
012A64A73B,4CE99C7D02
012A64A73B,627F539A91
012A64A73B,B9FF00B43A
012A64A73B,1BCD8AC994
01670CF403,11BFFCBE83
01670CF403,32F21633BE
01670CF403,36A38785F3
01670CF403,376A5D3F6B
01670CF403,460FC7898C
01670CF403,7D998A4E45
01670CF403,81F1EA7323
01670CF403,8BD25C78F3
01670CF403,9A9ADB69FB
01670CF403,9DF1B9E016
01670CF403,A412739857
01670CF403,A4A6A57812
01670CF403,C3E5582C1B
01670CF403,C59F032CAC
01670CF403,CAD1383581
01670CF403,6186386DED
01670CF403,9748DB8705
01670CF403,43397BFE31
01744C5370,039869F9F9
01744C5370,03BE2D577F
01744C5370,132078A4FE
01744C5370,2445E4D19D
01744C5370,297AE548DB
01744C5370,2B88E8F026
01744C5370,2E8B2318F2
01744C5370,31F3C37515
01744C5370,3AB4FC1262
01744C5370,49D7D6044C
01744C5370,695306E501
01744C5370,84768B892E
01744C5370,B897002DD3
01744C5370,C6C9F3F826
01744C5370,D3CEEC6D94
01744C5370,DE2C6A8F93
01744C5370,0FDB111E34
01744C5370,798CF98A22
01744C5370,A9E4FFF531
01744C5370,E8D1233979
01744C5370,7A2D621B50
01744C5370,404C43C6FA
01744C5370,B89447A3C4
019E31E4C6,0A6388B8A5
019E31E4C6,62DCAD38F6
019E31E4C6,7825F19A1A
019E31E4C6,AD0F358619
019E31E4C6,FA4EC253FD
019E31E4C6,8A9ADB6743
019E31E4C6,10BF2110CC
01AAD3CFFA,03A4C45CEB
01AAD3CFFA,1545D071D9
01AAD3CFFA,28CF1EBDA2
01AAD3CFFA,3F995F0EF7
01AAD3CFFA,816828B7F6
01AAD3CFFA,8D3B01376B
01AAD3CFFA,8F05244173
01AAD3CFFA,93F44D89BB
01AAD3CFFA,A0CE4F5DE8
01AAD3CFFA,A9EDBF95B0
01AAD3CFFA,B91AFC4E86
01AAD3CFFA,C3E6D8B14F
01AAD3CFFA,D5909AB680
01AAD3CFFA,D756AE959B
01AAD3CFFA,E43C1CDC68
01AAD3CFFA,E1C897591D
01AAD3CFFA,FFEDAC5747
01AAD3CFFA,80E637212D
01AAD3CFFA,33361C935B
01AAD3CFFA,0773FAF52A
01AAD3CFFA,21752D89FB
01AAD3CFFA,CEF3D93273
01AAD3CFFA,25D2E98F3A
01AAD3CFFA,5AE55ECD0E
01AAD3CFFA,BE9777DE4A
01AAD3CFFA,1F7ECE7D49
01AB37892D,0DBD011FE1
01AB37892D,1109D8FCC5
01AB37892D,186E12F013
01AB37892D,23A7CC4CFE
01AB37892D,23E87CC0C5
01AB37892D,2A28E1D01A
01AB37892D,2BE8E6A10C
01AB37892D,2D732BFF98
01AB37892D,2E56C71323
01AB37892D,310D618597
01AB37892D,386397E23E
01AB37892D,4080EC9ECB
01AB37892D,40C78A09A2
01AB37892D,4C4C19D23F
01AB37892D,4DE273254C
01AB37892D,4F98FE8D27
01AB37892D,513A8B50FC
01AB37892D,577F82A787
01AB37892D,598ACA428F
01AB37892D,5E86C12B37
01AB37892D,7268E7807A
01AB37892D,756011C7B4
01AB37892D,7AE92B81E6
01AB37892D,81C55F8941
01AB37892D,8934C5353C
01AB37892D,8E2D448FF9
01AB37892D,946258597D
01AB37892D,9476AD97B9
01AB37892D,9769F49AB2
01AB37892D,9CD4728087
01AB37892D,A5252A18CF
01AB37892D,A7429A4A77
01AB37892D,A75CE5A018
01AB37892D,ACC89DAC44
01AB37892D,B384999F4C
01AB37892D,C168E9F433
01AB37892D,C525E44DDB
01AB37892D,C549675902
01AB37892D,CAF68EC2CB
01AB37892D,CD17D7F552
01AB37892D,D04449492B
01AB37892D,D1AB16DDC4
01AB37892D,DC2433C636
01AB37892D,2A46B78747
01AB37892D,AD22A7162D
01AB37892D,ED68BA86A3
01AB37892D,F12638FC09
01AB37892D,FB4DA73643
01AB37892D,289FECEDF1
01AB37892D,33B68F414D
01AB37892D,5E6FE68BF5
01AB37892D,5ED6A6D25C
01AB37892D,83900DDFE0
01AB37892D,A6964F8879
01AB37892D,D488494DEF
01AB37892D,E5B86651F8
01AB37892D,F5449AAD7F
01AB37892D,F830EFEDC5
01AB37892D,FD67E697FF
01AB37892D,6744E203FD
01AB37892D,38277AF289
01AB37892D,26EBEEFD0A
01AB37892D,B8A531489A
01AB37892D,BD97D048D7
01B82F195A,078E739D39
01B82F195A,07E426EE6F
01B82F195A,082F14367D
01B82F195A,0D98347CAA
01B82F195A,0DE3499749
01B82F195A,132DD33068
01B82F195A,166A58D2FD
01B82F195A,7CD2C4CE8C
01B82F195A,7D0EEB730E
01B82F195A,7E78A7C976
01B82F195A,830D91CD85
01B82F195A,90A718A704
01B82F195A,9656D883D6
01B82F195A,97583174C1
01B82F195A,9918AC572D
01B82F195A,A1EFA7F3A4
01B82F195A,A306307EAE
01B82F195A,A6BE3DEBC5
01B82F195A,A730AA5039
01B82F195A,A902A53272
01B82F195A,C1C544732B
01B82F195A,C9FF8B2E0B
01B82F195A,CA3624AE85
01B82F195A,CA81C3788D
01B82F195A,CC2F434D9D
01B82F195A,E9547BAC81
01B82F195A,E9C5B231DE
01B82F195A,D9B4DCAFB9
01B82F195A,78331023E2
01B82F195A,A4B6E8F2A9
01B82F195A,2F4B0C323E
01CCBE28E0,0904E1A37E
01CCBE28E0,0AAC5CC72A
01CCBE28E0,0B6A827588
01CCBE28E0,0E33FFCD65
01CCBE28E0,107D13BB20
01CCBE28E0,1ABAFAF53E
01CCBE28E0,2EDD8317FA
01CCBE28E0,33706FFD69
01CCBE28E0,38EDE3F91C
01CCBE28E0,3BB8C1A3AD
01CCBE28E0,422418BBDD
01CCBE28E0,4A3538DDC3
01CCBE28E0,4FFDE025F1
01CCBE28E0,55CE7C8582
01CCBE28E0,5B1F2A7BA9
01CCBE28E0,5C57D59C97
01CCBE28E0,6138A3EEB7
01CCBE28E0,64B27F3594
01CCBE28E0,67551595FA
01CCBE28E0,6947245C66
01CCBE28E0,69BE861BE9
01CCBE28E0,7563529BDC
01CCBE28E0,8234005757
01CCBE28E0,8334F2D489
01CCBE28E0,88375A5971
01CCBE28E0,8FF6E51D2C
01CCBE28E0,9977D38E3F
01CCBE28E0,9B9E1448A4
01CCBE28E0,9D2DDAAB87
01CCBE28E0,9D2E924E3E
01CCBE28E0,A3801B70AE
01CCBE28E0,A72A1DD952
01CCBE28E0,AA24604161
01CCBE28E0,AC98B923AE
01CCBE28E0,B372695116
01CCBE28E0,BD1FD7F407
01CCBE28E0,BE527144E5
01CCBE28E0,C506E14D73
01CCBE28E0,C64FD46BFC
01CCBE28E0,C766BAD8FB
01CCBE28E0,CA28FD6B8A
01CCBE28E0,CB9C109826
01CCBE28E0,D7028A57A2
01CCBE28E0,DAD6A93B87
01CCBE28E0,DFE427F21C
01CCBE28E0,E1AA339E20
01CCBE28E0,E51D6B5EE4
01CCBE28E0,E57C9021F7
01CCBE28E0,382A324F7A
01CCBE28E0,F2AE4EF7AB
01CCBE28E0,3114F5BFDA
01CCBE28E0,C76DAFE8C1
01CCBE28E0,2B2CDD8A48
01CCBE28E0,F0CE500A65
01D70FA491,0E1F126D2B
01D70FA491,15467D0BEC
01D70FA491,15CFCB9040
01D70FA491,1CC86C2EB2
01D70FA491,2477DC6A37
01D70FA491,29B5BE80D4
01D70FA491,383481B7AC
01D70FA491,4251F43180
01D70FA491,5BE0890F4A
01D70FA491,6A5E5F1964
01D70FA491,79DB6DBBB4
01D70FA491,9E4161542A
01D70FA491,CCC1A20AF8
01D70FA491,7AF854D0D5
01D70FA491,ED180381CA
01D70FA491,F18AEC23C8
01D70FA491,FCE9599321
01D70FA491,FD1D26195F
01D70FA491,182C5D1799
01D70FA491,7B133114D0
01DB89157C,0732DD7F6A
01DB89157C,0BD65CD437
01DB89157C,0E559E84F4
01DB89157C,103335BDCE
01DB89157C,13B170C44E
01DB89157C,161833AB04
01DB89157C,18FC952F28
01DB89157C,19AB11C6B4
01DB89157C,1E4D38A262
01DB89157C,1E6037D02E
01DB89157C,28BE1401AB
01DB89157C,2AECA02B3A
01DB89157C,2C264531BC
01DB89157C,2DCC4A585C
01DB89157C,2E4C72C286
01DB89157C,2FC958A309
01DB89157C,30D877AA68
01DB89157C,3227432B79
01DB89157C,359DA6198A
01DB89157C,3BCE6D8224
01DB89157C,406403403D
01DB89157C,42326C1AF5
01DB89157C,48731DE9B9
01DB89157C,50832A2B37
01DB89157C,5106B234F1
01DB89157C,5183626392
01DB89157C,51DB10788F
01DB89157C,535999101E
01DB89157C,53CA4BAE0A
01DB89157C,57D8D0DAEE
01DB89157C,5A4AFCC360
01DB89157C,5B1438B461
01DB89157C,661C7C734C
01DB89157C,6C7874EB50
01DB89157C,6F17AD6277
01DB89157C,77F596FCF5
01DB89157C,7A3C729CA2
01DB89157C,7DFEFACC2E
01DB89157C,833D6DB650
01DB89157C,8532370698
01DB89157C,86263312C9
01DB89157C,86C00477EB
01DB89157C,892B53ACE9
01DB89157C,898632E7CF
01DB89157C,89E10906CA
01DB89157C,8ACBECB172
01DB89157C,92615FFF8B
01DB89157C,946BE40BF1
01DB89157C,A89BEC57A0
01DB89157C,A9242223C7
01DB89157C,AEA94BDAF5
01DB89157C,B3E898AB24
01DB89157C,B5E96D7BB4
01DB89157C,BD50B5B681
01DB89157C,C1C06DF70A
01DB89157C,C2207433F7
01DB89157C,C530609FDA
01DB89157C,C74C8A6CB8
01DB89157C,C8E76C194D
01DB89157C,CB2F55FC97
01DB89157C,D72BC9D1A2
01DB89157C,DCF7BBE73E
01DB89157C,E10B522E89
01DB89157C,E376C90F04
01DB89157C,E62416CC62
01DB89157C,E6D7A15FD3
01DB89157C,3B5C32604B
01DB89157C,5196197266
01DB89157C,6A6C827737
01DB89157C,9350A78BD7
01DB89157C,B2378AFA3D
01DB89157C,FCAF2BC53E
01DB89157C,2F5708B372
01DB89157C,4972FC2750
01DB89157C,85AE872C0E
01DB89157C,11A66B8033
01DB89157C,7D693A219F
01DB89157C,87EDA03BF6
01DB89157C,8E3B9888E3
01DB89157C,95EBE36D82
01DB89157C,A4FE771AB2
01DB89157C,B72347F20F
01DB89157C,BC3B472D8E
01DB89157C,D9A857451B
01DB89157C,4B5922FA5E
01DB89157C,CEC2707AF8
01DB89157C,DFF740F6CA
01EBAA3D0F,025B95F178
01EBAA3D0F,02886FCA36
01EBAA3D0F,02EECADFE6
01EBAA3D0F,02FE4FD151
01EBAA3D0F,0F236D513F
01EBAA3D0F,1C4665B740
01EBAA3D0F,2403DDB210
01EBAA3D0F,268A868E38
01EBAA3D0F,2791AFFA12
01EBAA3D0F,283E6BD7FF
01EBAA3D0F,2F63B0EE20
01EBAA3D0F,3B0E5FAA4D
01EBAA3D0F,424ABA9D67
01EBAA3D0F,47654FAE2A
01EBAA3D0F,4774C089CA
01EBAA3D0F,487926887C
01EBAA3D0F,4C9BC35AD4
01EBAA3D0F,57D0C5916A
01EBAA3D0F,5A5B5CC478
01EBAA3D0F,5ED1A1DEB4
01EBAA3D0F,5FE5C42B70
01EBAA3D0F,6385DDECF1
01EBAA3D0F,6D684E1B4C
01EBAA3D0F,7149E85111
01EBAA3D0F,71E8C02B1A
01EBAA3D0F,755DCC736B
01EBAA3D0F,7571EA0116
01EBAA3D0F,7D48C168B3
01EBAA3D0F,7EC6C6C075
01EBAA3D0F,96728A7226
01EBAA3D0F,96AD55E474
01EBAA3D0F,995D6B6C92
01EBAA3D0F,9E3D0E7F50
01EBAA3D0F,9FA86D6876
01EBAA3D0F,A33442D657
01EBAA3D0F,A6324E2F43
01EBAA3D0F,A7BC78E695
01EBAA3D0F,A864979D3D
01EBAA3D0F,AE73D0174A
01EBAA3D0F,B0C882072B
01EBAA3D0F,B2FF6DD7D1
01EBAA3D0F,B7D36E4B91
01EBAA3D0F,B8F3A35930
01EBAA3D0F,BCB8BCC1D2
01EBAA3D0F,C22B08730F
01EBAA3D0F,CF851F9D05
01EBAA3D0F,D98E86E1EF
01EBAA3D0F,E42018568E
01EBAA3D0F,9608F27C4D
01EBAA3D0F,D9C06C8643
01EBAA3D0F,EEFB21D12B
01EBAA3D0F,F7ED8A9A8C
01EBAA3D0F,FB93D1F30E
01EBAA3D0F,4C9FAA2C92
01EBAA3D0F,98C7FA4198
01EBAA3D0F,092717B584
01EBAA3D0F,1C0AE3E10C
01EBAA3D0F,6FCAE1B526
01EBAA3D0F,90825ECD46
01EBAA3D0F,F79C44E620
01EBAA3D0F,2996AB4D5A
01EBAA3D0F,4888E1AE6C
01EBAA3D0F,60ABA7FA01
01EBAA3D0F,75F892EF1E
01EBAA3D0F,9A9F63379E
01EBAA3D0F,BA6E1B1FB4
01EBAA3D0F,CFA4B1B1C8
01EBAA3D0F,F99B9D223F
01EBAA3D0F,0080644746
01EBAA3D0F,2E0CA58847
01EBAA3D0F,33EA4BF6E9
01EBAA3D0F,B01C36F034
01EBAA3D0F,A0ECC5DBE5
01EBAA3D0F,7A193CFDAB
01EBAA3D0F,0C290BC270
01EBAA3D0F,E5849C4673
