latent_0,latent_1,latent_2,latent_3,latent_4,latent_5,latent_6,latent_7,latent_8,latent_9,latent_10,latent_11,latent_12,latent_13,latent_14,latent_15,ENCODED_MCT
-0.20289627,-0.18741265,0.33960572,0.08088477,1.0434307,-0.7182239,0.061343696,0.47632086,0.35567302,-0.10129026,-0.4292511,-0.23828053,0.07433565,0.07598668,0.06302531,-0.1545508,03A4C45CEB
0.1922839,0.50704503,0.46167076,0.3140144,-0.2507188,0.5141007,0.16477987,0.25698453,-0.25717673,-0.009334974,0.12170721,-0.31416938,0.70601165,-0.22204226,0.4567369,-0.5431226,03BE2D577F
-0.14898556,-1.1713241,-0.7786478,-1.2045883,-0.5311975,-0.31964183,1.0449661,-0.20018485,1.1238075,0.6154598,0.29953328,-0.7609009,-0.121863574,-0.21340314,-0.05526574,-0.13682875,03DCE2BB5C
0.41426536,0.56282854,0.09538309,-0.70933795,0.39053518,-0.03298921,-0.5779473,-0.0731494,-0.36154673,-0.25649455,-0.5400882,-0.2993226,-0.011731013,-0.12552291,0.12239246,0.18857479,0400611A92
0.5473931,0.25575864,-1.0703051,0.5786848,0.79366606,0.9371198,-0.17727856,-0.1304324,-0.13035725,0.36688778,0.010461684,0.21909699,-0.9621168,0.6158279,0.22312404,-0.21871582,041B7CBFB0
0.38866886,-0.13904727,0.17989698,-0.09760694,0.109096475,-0.087730736,-1.0442628,-0.1447553,0.12421711,0.31591368,-0.1928721,0.0014345683,-0.08126476,0.07246746,-0.06937506,0.17619407,04393D7C92
-0.032002635,0.12331796,0.76783645,0.12640354,-0.15285303,-0.35987025,-0.17330591,0.22759712,-0.49989164,0.84075826,0.16141206,-0.28216282,-0.3989935,-0.027263423,-0.28284982,-0.15258664,0487117D58
-0.01784645,0.1492729,0.06490679,-0.19972558,-0.091515034,0.053744733,0.27512497,0.54361445,0.17013104,0.18633321,-0.4542655,0.14517552,0.09926315,-0.009626739,0.054494634,-0.3996133,04A4FBD34D
0.033389658,-0.04195727,-0.43689206,-0.09768477,0.36293936,0.13896772,-0.17270295,0.1254762,0.18965293,-0.097395234,-0.41398257,0.10371694,-0.46546555,0.53493637,-0.6375599,0.01376646,04BACBFB49
0.08699459,-0.41653487,0.35228306,-0.06267114,-0.21531552,0.52721053,-0.19195995,0.19611867,-0.15800251,0.07616062,0.023722928,-0.29907438,-0.02776926,0.5406011,-0.069994226,0.64840543,04F03995B9
-0.015052766,-0.1105896,-0.6377375,-0.11813524,0.33825013,0.13266313,-0.23293723,0.12545723,0.22271845,-0.059633873,-0.31274506,0.17239878,-0.40413195,0.46127787,-0.7579791,0.22127402,0507C6C859
0.20717397,-0.18959062,0.020302981,0.53755385,-0.60905296,-0.5470621,-0.51472425,-0.08392836,0.05775666,-0.24728543,-0.3262611,-0.71956366,0.10287285,0.39830026,0.22659844,-0.17798847,051EE5224E
-0.17121735,-0.089915246,-0.41400746,-0.44196728,0.43327832,0.23369491,-0.73520005,-0.38816607,-0.093101814,0.2094993,0.1384883,0.42678347,0.420576,0.48201504,0.115443006,0.07065794,052D57B40B
0.14285003,-0.15013511,-0.4616978,0.039430436,-0.15997696,-0.19760676,-0.42557442,-0.24635322,-0.5831583,0.3499729,0.3486415,0.47598156,0.58728456,-0.24729094,-0.8443613,0.44623858,052FDFE33E
0.614411,0.5087947,0.17075539,-0.6995168,0.38452154,-0.04558216,-0.71111673,-0.042112354,-0.3268992,-0.32852,-0.6036539,-0.32683894,0.0021433048,0.03324706,0.10812099,0.24070734,05354D332D
-0.255425,0.3992021,-0.20809081,-0.00025594607,-0.39219496,-0.12859146,0.24379323,-0.022024024,0.46797806,-0.5358852,0.5862808,-0.32003346,0.01713505,0.10779198,-0.40402788,-0.29819804,053AF8AE28
0.002904363,-0.12246849,-0.7540457,-0.11198728,0.27867484,0.06900744,-0.22761138,0.11514346,0.29962564,-0.030918092,-0.2191737,0.122352675,-0.3803317,0.36541137,-0.8329831,0.39996588,055544325C
0.36437938,0.2425957,0.39894038,-0.005565919,-0.6531058,0.80045956,0.58457655,0.38353112,0.2584764,-0.089399256,0.19735433,0.11995843,-1.17035,-1.2799178,0.4476289,0.12549244,055EDDDD01
-0.6674527,-0.5390537,0.6057395,-0.6004401,0.3869903,-0.095356435,0.7522758,-0.5615505,0.5410298,0.9036802,0.35082817,-0.31547052,0.1640207,-0.033584513,-0.17780732,0.3276334,056644D0B0
0.5572206,0.60247123,-0.48599002,0.14558658,0.09755068,-1.3779355,0.43808365,0.47655255,-0.087772876,1.2834054,0.43888965,-0.628753,-0.09234535,-0.30196896,0.94699883,0.2720987,0576F5F42A
-0.032586023,0.39283797,0.21361975,-0.2730966,0.26108184,-0.17397074,0.2852486,0.17547326,-0.24358308,-0.4122026,0.011946764,-0.18161759,0.08143703,0.71775264,0.21286257,-0.03583764,05870C6994
0.48539692,0.2099564,-0.28222892,-0.19983603,0.43043935,0.07129325,0.18577513,-1.0804962,0.18034959,0.063537195,0.020041853,-0.59847826,-0.64214784,0.08228711,0.2604847,0.3604674,05992E2BE5
0.5011148,0.27749065,-1.0251565,0.5618622,0.7954848,0.9909192,-0.18255359,-0.09085137,-0.12071994,0.33133468,0.040605422,0.15267374,-0.9596282,0.5640111,0.21007244,-0.26862046,059A6DEC9E
0.12747596,-0.055713613,-0.35879514,-0.55676717,-0.13023977,-0.13024314,0.46752268,0.42493138,0.109746754,0.2129831,-0.6037476,0.13662693,0.013862809,-0.114288434,0.005492051,-0.26117486,05D0F780F0
0.6962699,-0.53792304,0.6743566,-0.116868556,-0.21243471,-0.38931084,-0.344422,0.47859374,-0.3592177,0.88595474,-0.035204433,-0.07714927,-0.3270724,0.5423031,0.02077198,-0.06605175,05D686D94E
0.12722325,0.34543797,0.39050317,0.09430842,-0.053978436,-0.10454215,-0.0621281,0.107075825,-0.2644327,-0.18690065,0.30776873,-0.10078203,0.07591516,-0.41670114,-0.6070156,-0.43265823,05EE42C739
0.0788585,-0.07597741,0.22948922,-0.07414952,0.4704845,-0.25314677,0.0929644,-0.36554176,0.0004964918,0.09603039,-0.32613865,-0.17046627,0.80598384,0.5497461,0.35917395,-0.16503018,05FEB1D6F5
0.41845226,0.2579182,0.01017338,0.1710879,-0.39277384,0.5005661,-0.06786202,0.14755966,0.12553748,-0.27913305,0.586663,-0.8190401,-0.052242845,0.7199677,0.14374086,0.30221704,0616E5FFD3
0.40645796,0.34483996,0.2837047,-0.21328676,-0.52226394,-0.5440994,0.84363574,-0.39468306,-0.92209715,-0.00041283667,-0.13923277,0.17225058,-0.95438284,-0.24265519,0.18404074,-0.27175012,0624A8697D
0.06415026,0.7194243,-0.40492377,0.16811217,-0.34237635,-0.8207533,0.090394914,-0.01552036,0.15477213,0.021135058,0.36575976,0.8237371,-0.059007734,-0.12567118,0.53613657,0.35442874,064F68DA7E
-0.4350445,0.50107366,0.08597222,0.19150391,0.44937277,-0.520781,-0.024288755,0.47776973,0.38164932,0.339526,0.73063385,-0.5106236,0.40329328,0.587383,-0.27547824,0.7102498,066E49F118
0.6728596,-0.46124524,-0.88324463,-0.5864487,0.13952234,0.49715889,0.44100624,0.6723784,0.51294357,-0.037880644,-0.32717943,0.29962203,-0.44604307,0.29675263,-0.24103715,0.06826597,06C463E9D9
0.5276935,0.41322875,0.2514602,-0.20832105,-0.6534457,-0.6615404,0.9571375,-0.49353695,-0.9309758,-0.16261074,-0.16654283,0.29613265,-0.9922184,-0.24318191,0.13468716,-0.33923635,07048B6141
0.46465087,0.29920042,-0.98552275,0.5573689,0.7997558,1.0269321,-0.18127783,-0.07627079,-0.11057721,0.30083355,0.07178062,0.10671475,-0.9649971,0.5302165,0.20591176,-0.29786772,072ED18558
-0.50058764,-0.09084819,-0.18996349,0.15328035,-0.7832521,0.6856393,-0.2720355,-0.0082577355,-0.53608084,-0.40741396,-0.37184373,-0.29524216,-0.13100632,-0.73037755,0.4474482,-0.1986621,0732DD7F6A
-0.368312,-0.22569655,0.11712601,-0.24565673,-0.22017735,0.06597131,-0.6848345,-0.5232906,0.37166518,0.45020217,0.30699965,0.36541405,0.3408197,-0.16242123,0.5562287,-0.025394265,0780CB40AB
-0.1045007,0.39378142,0.4605528,-0.14481568,0.35057664,-0.9224667,0.21319057,-0.17603157,0.6719131,-0.14337945,0.10073674,-0.4297878,0.62926745,0.38433477,-0.2896963,0.5491968,078E739D39
-0.656451,0.2467777,0.53683054,0.3322581,0.73028743,-0.5341964,0.00451833,0.75558054,0.41178077,0.11549546,0.21964484,-0.99708456,0.27105343,0.7781467,-0.28255156,-0.6509144,07C53B9164
0.5360451,0.3593533,0.22451198,-0.23893724,-0.7215246,-0.6885946,1.0051763,-0.53136885,-0.88731927,-0.20007092,-0.07163936,0.25916782,-0.9898174,-0.22843021,0.16652115,-0.35103232,07D4C06897
-0.45932263,0.17238493,0.57174385,-0.35938486,0.1500484,0.09125136,0.47383985,0.57245505,-0.37218654,-0.111072086,-0.38228443,0.07854551,-0.07433343,-0.061165877,0.16798554,1.0323921,07E06697D9
-0.12863454,0.37636316,0.308425,-0.078156084,0.3151135,-0.9633637,0.3931897,-0.34641087,0.72796786,-0.2109564,0.20096955,-0.45344672,0.6589726,0.41278666,-0.29137737,0.55311984,07E426EE6F
-0.19193023,-0.112572916,-0.26387113,-0.23609644,-0.21893564,-0.21457408,-0.1578609,-0.35542727,-0.59327734,0.4009597,0.1188675,0.058482587,-0.1580366,0.011660323,-0.512476,0.22455557,07F3A46C54
0.4270113,0.30651414,-0.94378257,0.54313815,0.8034747,1.0548242,-0.18138319,-0.05847686,-0.09333104,0.30005413,0.10388497,0.058337003,-0.9595918,0.5065128,0.216648,-0.31241405,0806C51324
0.014333427,-0.39611378,-0.6229521,0.062049728,0.34868142,-0.3692748,0.19399166,0.2686305,-0.15459764,-0.013582028,0.5487505,0.102098994,0.57424825,-0.12844934,0.5058724,0.29110292,08108678CB
-0.13169864,0.38912633,0.23471022,-0.044432525,0.31042796,-1.016514,0.47927725,-0.46364427,0.7567063,-0.26492557,0.23082481,-0.45410842,0.6912629,0.4085271,-0.28373942,0.5265849,082F14367D
0.28082797,-0.49454808,0.5417057,-0.06725543,0.23533139,0.5788717,-0.05272944,0.39868668,-0.22495149,-0.23572075,-0.32096437,0.07911776,-0.19026166,0.7668228,-0.035381835,0.28126794,0840AC0A17
0.3621066,-0.4867573,0.7029879,0.23344438,-0.19157848,-0.30128706,-0.022284437,-0.20468475,0.1778271,-0.428104,-0.12366013,0.3137974,-0.5010902,-0.40844342,0.09803613,-0.37284645,0866C50DAD
0.14857805,0.6832455,0.005433321,-0.37995103,-0.0581435,-0.7560161,-0.20640905,0.0146581065,0.58791643,-0.23375824,0.3023372,-0.23056686,0.13768671,0.5810277,-0.47248605,-0.11673297,086AA2377D
-0.37040186,-0.6665426,0.524441,-0.4238373,-0.44047207,0.07548867,-0.28446805,-0.6788225,0.29299,0.6977586,0.6592568,-0.32052523,-0.032797538,0.014254119,0.43781945,-0.53635615,08810E1846
0.20244694,-0.47426742,0.35112748,0.02428339,-0.088669874,0.464239,-0.24530648,0.2527762,-0.013112452,-0.038320005,-0.008907922,-0.45723775,-0.14833514,0.8836754,-0.19254719,0.50454634,08A6BC229A
0.37818727,-0.015786268,0.016381338,0.3610892,0.079689704,0.1211253,-0.05432414,-0.104341924,-0.37681958,0.19509238,0.33711988,-0.07991042,0.30899793,-0.5392731,-0.41981867,0.1764748,08A8D396B4
-0.99799895,0.28192177,-0.12626961,-0.3191301,0.29960662,0.30756444,0.5946676,0.4302789,-0.5886812,-0.026082613,0.497653,-0.4590166,0.23144974,0.70560205,-0.27452585,0.14701952,08AFA3AAA2
0.56570184,-0.31591877,0.36229572,-0.7577321,-0.4543935,-0.038734682,0.3828083,-0.42895502,0.20656566,-0.3845864,-0.2954542,-0.05819399,-0.81970286,0.038270697,-0.8327246,-0.32062802,08BFC4265D
-0.4172465,0.4298383,-0.085796684,0.12056364,0.12322136,-0.8183592,0.20827699,-0.21413215,0.033451494,-0.09794969,0.56145763,0.52879477,0.9258374,0.656322,-0.19904096,0.13727567,0904E1A37E
0.098311715,0.26697475,0.23028585,0.3244795,0.2041693,0.29480755,0.30294192,0.18306376,0.003128644,-0.19458434,-1.0145553,0.18989307,-0.7287775,-0.6842521,0.80864054,0.27309552,090DD25F79
-0.4963147,0.1585314,0.6176053,-0.35332632,0.18808225,0.093033016,0.47515374,0.5984081,-0.4147752,-0.14142406,-0.43554157,0.09497941,-0.0808633,-0.14871694,0.1526417,1.0666337,091DB36DAA
0.03835629,0.784391,-0.4542977,0.17320427,-0.35827684,-0.9287414,0.17685202,-0.04598057,0.21915132,0.022586595,0.4200411,0.8198496,-0.10616536,-0.22264028,0.5397742,0.43438995,093D848452
0.21064836,0.14186214,0.33786455,-0.46232605,-0.25189933,-0.123832926,0.10556102,-0.22974618,0.07816434,-0.30248177,0.07599901,-0.06498001,-0.35527647,0.11827547,-0.007953741,0.5442141,09544ED347
-0.009791654,0.29545057,0.2488414,0.65538687,0.4987781,0.10317644,0.38250527,0.061383784,-0.2492065,-0.33770102,-0.10830961,-0.13853735,0.31307152,-0.60893744,0.13333908,-0.47476393,095A791091
0.51184875,0.33380455,0.068834156,-0.51038325,0.14279187,-0.4572218,-0.2707812,0.17259295,0.09935224,0.39306122,-0.43958637,-0.07366794,0.7846757,-0.7022025,-0.38031986,1.2692676,0961D33241
-0.15570551,0.038982965,0.4698519,-0.34707254,-0.61647177,0.009827372,0.7121915,-0.104986206,0.12292035,-0.39960018,0.87284255,-0.6608164,-0.3394166,-0.2127392,-0.09458656,0.35873085,097459D735
0.19633678,-0.5269617,0.3954699,-0.006375186,-0.036507558,0.47202623,-0.19697227,0.1891308,0.01215848,-0.1648595,0.13663204,-0.4615611,-0.010749503,1.0387866,-0.09936773,0.40785506,09801BCCB5
-1.0314231,0.26913664,-0.031063557,-0.16661908,0.3562172,0.43068796,0.68780464,0.59413314,-0.5404233,-0.1022838,0.48972556,-0.53163034,0.14071919,0.4563422,-0.1880384,0.19776647,09805F8B6F
-0.2610882,-0.1709598,0.8311428,-0.033709615,0.10601052,0.2659304,0.42767075,0.16605462,-0.108715445,-0.2752937,0.053593848,-0.09680326,0.07361939,0.042520575,0.3362103,0.7787548,098A971F35
0.40367028,-0.33091247,-0.08855948,0.4311917,-0.7192302,-0.8151913,-0.29464725,-0.11727938,0.17898233,-0.28934634,-0.25190544,-1.2652874,0.2496191,0.37723204,0.3133969,-0.019970868,099CE5DB1F
0.19448704,0.02346869,0.11567663,-0.20967706,-0.2444064,-0.116417676,-0.22657411,0.050159156,-0.29481766,0.38927507,0.36622283,0.11966348,0.13297245,-0.39932543,-0.50732,0.21938907,09A3BB12CC
0.102404654,-0.1851367,0.1809651,0.19529697,0.022118643,0.26544988,-0.01773167,-0.08791798,-0.20994629,0.096775055,0.11349349,0.0909439,0.1631385,-0.6132882,-0.71937984,0.3547989,09A5C8DB83
0.45621866,0.13126631,-0.40988007,0.30471316,-0.3951654,0.6284637,-0.025242697,0.24659671,0.20474799,-0.09712469,0.8611927,-0.59145755,-0.056161366,0.4855716,0.08818356,0.45602688,09B5A19D91
